,URL,Title,Part,Chapter,Division,Subchapter,Rule,Source Note
1574,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=5&ch=126&rl=1,TITLE 1: ADMINISTRATION,PART 5: TEXAS FACILITIES COMMISSION,CHAPTER 126: SURPLUS AND SALVAGE PROPERTY PROGRAMS,,SUBCHAPTER A: STATE SURPLUS AND SALVAGE PROPERTY,RULE §126.1: Definitions,"Source Note: The provisions of this §126.1 adopted to be effective November 15, 2011, 36 TexReg 7660; amended to be effective September 29, 2016, 41 TexReg 7473"
1575,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=5&ch=126&rl=2,TITLE 1: ADMINISTRATION,PART 5: TEXAS FACILITIES COMMISSION,CHAPTER 126: SURPLUS AND SALVAGE PROPERTY PROGRAMS,,SUBCHAPTER A: STATE SURPLUS AND SALVAGE PROPERTY,RULE §126.2: Delegation of Authority to State Agencies,"Source Note: The provisions of this §126.2 adopted to be effective November 15, 2011, 36 TexReg 7660"
1576,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=5&ch=126&rl=3,TITLE 1: ADMINISTRATION,PART 5: TEXAS FACILITIES COMMISSION,CHAPTER 126: SURPLUS AND SALVAGE PROPERTY PROGRAMS,,SUBCHAPTER A: STATE SURPLUS AND SALVAGE PROPERTY,RULE §126.3: Firearms,"Source Note: The provisions of this §126.3 adopted to be effective November 15, 2011, 36 TexReg 7660"
1577,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=5&ch=126&rl=4,TITLE 1: ADMINISTRATION,PART 5: TEXAS FACILITIES COMMISSION,CHAPTER 126: SURPLUS AND SALVAGE PROPERTY PROGRAMS,,SUBCHAPTER A: STATE SURPLUS AND SALVAGE PROPERTY,"RULE §126.4: Direct Transfer, Priority, Reporting, and Other Disposition","Source Note: The provisions of this §126.4 adopted to be effective November 15, 2011, 36 TexReg 7660; amended to be effective September 29, 2016, 41 TexReg 7473"
1578,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=5&ch=126&rl=5,TITLE 1: ADMINISTRATION,PART 5: TEXAS FACILITIES COMMISSION,CHAPTER 126: SURPLUS AND SALVAGE PROPERTY PROGRAMS,,SUBCHAPTER A: STATE SURPLUS AND SALVAGE PROPERTY,"RULE §126.5: Disposition of Surplus and Salvage Property to the Public by Competitive Bidding, Auction, or Direct Sale","Source Note: The provisions of this §126.5 adopted to be effective November 15, 2011, 36 TexReg 7660; amended to be effective September 29, 2016, 41 TexReg 7473"
1579,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=1,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER A: GENERAL,RULE §155.1: Purpose,"Source Note: The provisions of this §155.1 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective April 16, 2009, 34 TexReg 2376; amended to be effective January 1, 2017, 41 TexReg 8593; amended to be effective September 1, 2021, 46 TexReg 5381"
1580,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=3,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER A: GENERAL,RULE §155.3: Application and Construction of this Chapter,"Source Note: The provisions of this §155.3 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1581,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=5,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER A: GENERAL,RULE §155.5: Definitions,"Source Note: The provisions of this §155.5 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593; amended to be effective November 29, 2020, 45 TexReg 8295"
1582,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=7,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER A: GENERAL,RULE §155.7: Computation of Time,"Source Note: The provisions of this §155.7 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1583,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=9,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER A: GENERAL,RULE §155.9: Seal,"Source Note: The provisions of this §155.9 adopted to be effective November 26, 2008, 33 TexReg 9451"
1584,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=51,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER B: DOCKETING--FILING A CONTESTED CASE,RULE §155.51: Jurisdiction,"Source Note: The provisions of this §155.51 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593; amended to be effective November 29, 2020, 45 TexReg 8295"
1585,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=53,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER B: DOCKETING--FILING A CONTESTED CASE,RULE §155.53: Request to Docket Case,"Source Note: The provisions of this §155.53 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593; amended to be effective November 29, 2020, 45 TexReg 8295"
1586,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=101,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER C: FILING AND SERVICE OF DOCUMENTS,RULE §155.101: Filing Documents,"Source Note: The provisions of this §155.101 adopted to be effective January 1, 2017, 41 TexReg 8593; amended to be effective September 8, 2019, 44 TexReg 4691; amended to be effective November 29, 2020, 45 TexReg 8295; amended to be effective September 1, 2021, 46 TexReg 5381"
1587,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=103,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER C: FILING AND SERVICE OF DOCUMENTS,RULE §155.103: Confidential Information,"Source Note: The provisions of this §155.103 adopted to be effective January 1, 2017, 41 TexReg 8593; amended to be effective November 29, 2020, 45 TexReg 8295; amended to be effective September 1, 2021, 46 TexReg 5381"
1588,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=105,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER C: FILING AND SERVICE OF DOCUMENTS,RULE §155.105: Service of Documents on Parties,"Source Note: The provisions of this §155.105 adopted to be effective January 1, 2017, 41 TexReg 8593; amended to be effective September 8, 2019, 44 TexReg 4691; amended to be effective November 29, 2020, 45 TexReg 8295"
1589,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=151,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER D: JUDGES,RULE §155.151: Assignment of Judges to Cases,"Source Note: The provisions of this §155.151 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1590,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=152,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER D: JUDGES,RULE §155.152: Disqualification or Recusal of Judges,"Source Note: The provisions of this §155.152 adopted to be effective January 1, 2017, 41 TexReg 8593"
1591,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=153,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER D: JUDGES,RULE §155.153: Powers and Duties,"Source Note: The provisions of this §155.153 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1592,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=155,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER D: JUDGES,RULE §155.155: Orders,"Source Note: The provisions of this §155.155 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1593,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=157,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER D: JUDGES,RULE §155.157: Sanctioning Authority,"Source Note: The provisions of this §155.157 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective July 8, 2009, 34 TexReg 4505"
1594,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=201,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER E: REPRESENTATION OF PARTIES,RULE §155.201: Representation of Parties,"Source Note: The provisions of this §155.201 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593; amended to be effective November 29, 2020, 45 TexReg 8295"
1595,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=203,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER E: REPRESENTATION OF PARTIES,RULE §155.203: Withdrawal of Counsel,"Source Note: The provisions of this §155.203 adopted to be effective January 1, 2017, 41 TexReg 8593; amended to be effective November 29, 2020, 45 TexReg 8295"
1596,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=251,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER F: DISCOVERY,RULE §155.251: General Provisions,"Source Note: The provisions of this §155.251 adopted to be effective January 1, 2017, 41 TexReg 8593"
1597,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=253,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER F: DISCOVERY,RULE §155.253: Depositions,"Source Note: The provisions of this §155.253 adopted to be effective January 1, 2017, 41 TexReg 8593"
1598,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=255,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER F: DISCOVERY,RULE §155.255: Written Discovery,"Source Note: The provisions of this §155.255 adopted to be effective January 1, 2017, 41 TexReg 8593; amended to be effective August 29, 2021, 46 TexReg 5173"
1599,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=257,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER F: DISCOVERY,RULE §155.257: Subpoenas and Commissions,"Source Note: The provisions of this §155.257 adopted to be effective January 1, 2017, 41 TexReg 8593"
1600,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=259,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER F: DISCOVERY,RULE §155.259: Discovery Motions,"Source Note: The provisions of this §155.259 adopted to be effective January 1, 2017, 41 TexReg 8593"
1601,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=301,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER G: PLEADINGS AND MOTIONS,RULE §155.301: Required Form of Pleadings,"Source Note: The provisions of this §155.301 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593; amended to be effective November 29, 2020, 45 TexReg 8295"
1602,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=303,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER G: PLEADINGS AND MOTIONS,RULE §155.303: Effect of Signing Pleadings,"Source Note: The provisions of this §155.303 adopted to be effective November 26, 2008, 33 TexReg 9451"
1603,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=305,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER G: PLEADINGS AND MOTIONS,"RULE §155.305: Motions, Generally","Source Note: The provisions of this §155.305 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1604,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=307,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER G: PLEADINGS AND MOTIONS,RULE §155.307: Motions for Continuance and to Extend Time,"Source Note: The provisions of this §155.307 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1605,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=351,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER H: MEDIATION,RULE §155.351: Mediation,"Source Note: The provisions of this §155.351 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593; amended to be effective November 29, 2020, 45 TexReg 8295"
1606,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=401,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.401: Notice of Hearing,"Source Note: The provisions of this §155.401 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1607,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=403,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.403: Venue,"Source Note: The provisions of this §155.403 adopted to be effective November 26, 2008, 33 TexReg 9451"
1608,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=405,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.405: Participation by Telephone or Videoconference,"Source Note: The provisions of this §155.405 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1609,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=407,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.407: Interpreters,"Source Note: The provisions of this §155.407 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1610,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=409,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.409: Public Attendance and Comment,"Source Note: The provisions of this §155.409 adopted to be effective November 26, 2008, 33 TexReg 9451"
1611,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=411,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.411: Media Coverage and Use of Recording Devices,"Source Note: The provisions of this §155.411 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1612,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=415,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.415: Party Agreements,"Source Note: The provisions of this §155.415 adopted to be effective November 26, 2008, 33 TexReg 9451"
1613,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=417,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.417: Stipulations,"Source Note: The provisions of this §155.417 adopted to be effective November 26, 2008, 33 TexReg 9451"
1614,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=419,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.419: Consideration of Policy Not Incorporated in Referring Agency's Rules,"Source Note: The provisions of this §155.419 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1615,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=421,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.421: Certification of Issues,"Source Note: The provisions of this §155.421 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1616,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=423,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.423: Making a Record of the Proceeding,"Source Note: The provisions of this §155.423 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1617,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=425,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.425: Procedure at Hearing,"Source Note: The provisions of this §155.425 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
1618,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=7&ch=155&rl=427,TITLE 1: ADMINISTRATION,PART 7: STATE OFFICE OF ADMINISTRATIVE HEARINGS,CHAPTER 155: RULES OF PROCEDURE,,SUBCHAPTER I: HEARINGS AND PREHEARINGS,RULE §155.427: Burden of Proof,"Source Note: The provisions of this §155.427 adopted to be effective November 26, 2008, 33 TexReg 9451; amended to be effective January 1, 2017, 41 TexReg 8593"
